User-ID,ISBN,Book-Rating
2977,0452282152,7
2977,0671021001,9
2995,0060928336,6
2996,0345361792,8
3005,0312278586,5
3026,0804106304,8
3032,0971880107,1
3079,0312278586,5
3079,0312305060,8
3099,0440211727,8
3099,0446610038,7
3100,0316601950,6
3113,0385265700,6
3145,044021145X,9
3167,0345337662,5
3167,0345370775,9
3168,0684872153,8
3206,0385484518,8
3261,0316666343,8
3329,0440234743,8
3344,0671027360,8
3344,1400034779,9
3346,0316666343,9
3346,0380789035,6
3350,0140293248,6
3350,0316096199,8
3350,0804106304,10
3362,0375725784,7
3363,0316096199,10
3371,0440226430,9
3373,0312291639,8
3373,0375727345,7
3373,0671027360,5
3418,059035342X,10
3460,0446605239,6
3507,0449212602,8
3534,0679781587,8
3542,0446310786,10
3542,044651652X,3
3556,0385504209,10
3556,044651652X,10
3556,0671027360,10
3569,0060502258,7
3580,0671003755,6
3593,0316666343,9
3601,0316284955,7
3640,0671027360,8
3709,0440236673,7
3739,067976402X,5
3821,0060930535,7
3827,0345337662,7
3827,0345351525,8
3869,0684872153,9
3894,0440226430,10
3977,0375700757,9
3999,0385504209,10
4017,014028009X,9
4017,0316096199,10
4017,0316666343,10
4017,0345443284,10
4017,0375707972,10
4017,0385265700,9
4017,0446310786,10
4017,0452282829,10
4017,0671510053,10
4017,067976402X,10
4017,0679781587,9
4017,068484477X,5
4059,006101351X,6
4066,0440236673,7
4077,0380789035,8
4090,0316601950,8
4092,0671027360,7
4098,0385504209,10
4098,0671027360,7
4131,0971880107,1
4144,067976402X,5
4149,0842329129,1
4157,0060392452,8
4169,0385504209,10
4179,0345353145,7
4183,0743418174,6
4193,0375727345,5
4196,0375700757,9
4225,0446310786,10
4225,0804106304,6
4228,014028009X,7
4228,0671510053,10
4334,0060392452,6
4385,0440221471,10
4386,0452282829,6
4516,0385722206,8
4570,0671003755,8
4571,1400034779,9
4579,0440214041,5
4669,0316601950,6
4732,067976402X,9
4784,0971880107,2
4785,006101351X,5
4785,0140293248,6
4785,0312291639,9
4795,0060392452,8
4795,0060930535,10
4795,0316666343,9
4795,0452282152,9
4802,0316666343,9
4821,0786868716,6
4900,0316776963,7
4938,006101351X,7
4938,0345313860,10
4938,0385492081,7
4938,0440220602,8
4973,0385484518,8
4999,1400034779,10
5003,0452282152,7
5037,0440211727,10
5037,0440213525,8
5037,0440214041,9
5037,0440221471,10
5037,0440226430,6
5037,0446608955,8
5048,0060392452,10
5048,0743237188,10
5049,0316666343,8
5126,0971880107,5
5207,0440241073,8
5207,059035342X,8
5296,0385265700,6
5333,0440213525,9
5385,0345370775,10
5439,0060928336,8
5439,0060938455,9
5476,0312278586,7
5476,0316096199,4
5476,0316666343,4
5476,0385504209,10
5476,0440225701,5
5490,0060930535,7
5539,0142001740,8
5539,0345339681,10
5559,0385504209,8
5582,014028009X,10
5582,0140293248,9
5582,0380789035,9
5582,044651652X,7
5604,0971880107,6
5609,0345313860,10
5638,006101351X,9
5722,0060930535,8
5722,0385504209,7
5737,0316776963,5
5768,0385265700,8
5782,0316284955,8
5850,0375706771,10
5866,0060502258,7
5899,0380789035,9
5903,0449212602,9
5932,0312291639,5
5942,0842329129,2
5956,0842329129,5
6015,0316284955,5
6018,0142000205,5
6073,0440211727,6
6073,0440214041,5
6073,0440226430,6
6074,0440226430,8
6074,0446610038,8
6115,0440224764,10
6238,0345361792,8
6242,0060934417,7
6242,0060987103,7
6242,0140293248,5
6242,0312195516,7
6242,0312291639,5
6242,0375707972,8
6242,0375726403,7
6242,067976402X,8
6242,068484477X,8
6251,0060392452,10
6251,0375725784,4
6251,0375727345,6
6251,0380789035,7
6251,0385484518,7
6251,043935806X,9
6251,0440222656,7
6251,0440224675,6
6251,067976402X,8
6308,0452282829,8
6323,0345313860,6
6323,0440213525,6
6347,0446605239,7
6348,0440241073,8
6349,0060928336,8
6392,067976402X,10
6431,043935806X,10
6431,0971880107,4
6452,0452282829,5
6501,0060976845,7
6501,0684872153,6
6535,0385504209,10
6537,0316284955,8
6537,0385722206,6
6543,0060987103,10
6543,0142001740,9
6543,0345342968,8
6543,0385722206,6
6543,0446610038,9
6563,0060987103,8
6563,0312278586,7
6563,0385484518,10
6563,043935806X,10
6563,0440211727,10
6563,0440213525,9
6563,0440226430,9
6563,059035342X,8
6563,0671021001,2
6563,0684872153,1
6563,0743418174,9
6563,0786868716,10
6566,1400034779,9
6575,0060502258,8
6575,0060928336,8
6575,0060934417,9
6575,0060987103,9
6575,014028009X,4
6575,0140293248,8
6575,0142001740,8
6575,0312195516,8
6575,0316776963,8
6575,0375706771,7
6575,0375725784,7
6575,0385335482,5
6575,0385484518,6
6575,0385720106,7
6575,0385722206,9
6575,0446606812,2
6575,0452282152,6
6575,0553279912,7
6575,067976402X,7
6575,0679781587,9
6575,0804106304,9
6575,080410753X,8
6575,1400034779,9
6577,067976402X,9
6577,0743237188,9
6592,0440222656,8
6611,0842329129,9
6637,0142001740,10
6652,080410753X,7
6670,006101351X,8
6679,0312195516,10
6704,0142001740,10
6764,0375727345,8
6772,0446605239,5
6772,0684872153,8
6778,0316666343,8
6789,0060502258,7
6789,0375700757,10
6789,0440226430,3
6815,0385504209,10
6866,0440225701,7
6871,0440211727,4
6884,0380789035,8
6900,0316284955,10
6924,0060934417,7
6991,0446605239,9
7033,0060928336,9
7037,0671510053,8
7072,059035342X,7
7078,0375726403,8
7105,0142001740,7
7105,0971880107,6
7107,0060928336,8
7119,067976402X,9
7125,0060930535,8
7125,0140293248,6
7125,0375727345,7
7125,0743418174,8
7125,0786868716,10
7134,0312195516,9
7134,1400034779,7
7158,0142000205,9
7158,0446605239,10
7158,0446608955,9
7158,0671510053,9
7160,0446606812,9
7248,0440213525,10
7283,0060934417,10
7283,0060987103,9
7283,0312278586,9
7283,0375707972,10
7283,0385504209,9
7283,0385722206,10
7283,044023722X,10
7283,0743418174,8
7286,0345342968,10
7301,0140293248,10
7306,0060930535,7
7346,0060987103,7
7346,0316096199,8
7346,0345361792,9
7346,0345370775,8
7346,0375726403,8
7346,0440221471,9
7346,0440225701,10
7346,0440234743,9
7346,0440236673,8
7346,0440241073,8
7346,0684872153,7
7346,0786868716,7
7346,0804106304,9
7346,080410753X,8
7352,0440234743,8
7409,0446310786,8
7424,0316666343,7
7482,059035342X,8
7507,0684872153,8
7524,0385722206,8
7557,0345342968,8
7620,0312195516,10
7620,0440211727,7
7620,0440221471,7
7620,044022165X,8
7620,068484477X,6
7634,0385722206,8
7651,0316769487,3
7809,059035342X,8
7820,0743418174,8
7841,0060987103,9
7841,0316769487,7
7841,0446310786,5
7856,0804106304,8
7860,0440214041,8
7864,0345361792,7
7874,0142001740,9
7887,0684872153,10
7909,0452282829,4
7915,0312195516,10
7915,0375706771,8
7915,0385504209,10
7915,0440226430,7
7915,0452282152,9
7915,0786868716,10
7958,0804106304,10
7958,080410753X,9
8006,0385504209,9
8018,0553279912,9
8019,0440220602,7
8047,0743237188,9
8066,0060502258,9
8066,0142001740,10
8066,044023722X,7
8066,0743418174,8
8067,014028009X,5
8067,0446606812,8
8086,0060928336,10
8089,0440222656,10
8115,0446310786,8
8141,0446364193,8
8154,0440241073,8
8187,0380731851,8
8188,0060938455,9
8188,0684872153,10
8234,0316601950,8
8234,044651652X,5
8240,0440224675,8
8245,0312195516,9
8245,0385722206,7
8245,044021145X,9
8245,0440224764,8
8245,0452282152,10
8245,0452282829,6
8253,0060928336,10
8253,0060930535,10
8253,0316601950,9
8253,0316666343,10
8253,0375726403,7
8253,044021145X,9
8253,0446310786,10
8253,0449212602,10
8253,0671021001,10
8253,067976402X,10
8253,0679781587,10
8268,0312278586,7
8290,067976402X,10
8309,0440236673,8
8361,0971880107,2
8362,0452282829,8
8362,080410753X,9
8370,0449212602,9
8453,0679781587,8
8453,0971880107,3
8454,0060987103,10
8454,0140293248,7
8454,0142000205,7
8454,0142001740,9
8454,0316601950,9
8454,0385720106,6
8454,0679781587,10
8454,0743418174,8
8487,0440241073,7
8529,0140293248,6
8541,0385720106,6
8580,0060928336,10
8613,0060930535,10
8630,1400034779,7
8633,014028009X,9
8652,0060928336,9
8660,0345351525,2
8674,0971880107,1
8681,0142001740,9
8681,0312195516,8
8681,0553572997,7
8682,0345417623,8
8712,080410753X,5
8734,0312195516,9
8734,0385504209,9
8734,0449212602,9
8772,0142000205,8
8782,0786868716,9
8801,0060987103,9
8801,0316666343,10
8801,0316769487,8
8801,0440241073,7
8801,0671027360,10
8840,0316601950,7
8853,0312291639,10
8856,0312195516,7
8864,1400034779,8
8870,0380731851,7
8870,0385265700,5
8870,0385504209,7
8935,0553572997,8
8937,0671510053,10
8961,0440226430,9
9083,0440224675,4
9083,0440236673,4
9174,0375725784,7
9177,0446364193,7
9178,0446610038,8
9203,0375707972,8
9219,0743237188,10
9226,0312291639,8
9227,0345417623,7
9227,0440236673,9
9340,0060938455,9
9343,0380731851,6
9343,0385504209,8
9354,0446606812,10
9389,0440213525,8
9394,0671510053,10
9414,0971880107,7
9417,0446310786,7
9417,0446610038,7
9419,0440234743,5
9454,044022165X,9
9484,044021145X,10
9486,0316666343,10
9490,059035342X,10
9492,0446610038,10
9568,0446606812,8
9579,0060392452,10
9637,059035342X,5
9714,0060934417,7
9747,0312278586,8
9747,0446608955,10
9747,0553279912,10
9747,059035342X,10
9856,0345353145,6
9856,0345361792,10
9856,0440224764,7
9856,0679781587,10
9902,0684872153,7
9908,043935806X,7
9908,059035342X,10
10090,0385504209,10
10112,0345337662,7
10118,0385484518,10
10118,0671027360,10
10118,0786868716,10
10124,0380731851,8
10134,0316769487,3
10162,044022165X,6
10199,0316666343,7
10199,0452282152,10
10215,0345417623,6
10273,0679781587,9
10314,0060976845,9
10314,0142000205,6
10314,0312195516,9
10314,0316601950,8
10314,0316776963,7
10314,0375700757,6
10314,0385265700,6
10314,0446310786,9
10314,0553572997,8
10314,068484477X,7
10314,0743418174,9
10372,0060934417,8
10441,0316666343,8
10447,0060928336,9
10447,0060976845,8
10447,0375700757,9
10447,0449212602,9
10447,0452282152,7
10447,068484477X,9
10447,0743237188,3
10447,0786868716,7
10470,0345417623,7
10494,0971880107,3
10560,0312195516,9
10560,0316666343,8
10560,0385504209,10
10560,043935806X,10
10560,059035342X,10
10560,0671027360,8
10560,0743418174,8
10570,0971880107,3
10607,0385722206,10
10619,0316601950,9
10654,0316776963,10
10697,059035342X,10
10921,0142001740,10
10949,0345378490,9
10949,0440213525,8
10959,0060976845,9
11070,0316601950,5
11155,044023722X,6
11169,0345337662,9
11179,0375725784,8
11187,0385504209,7
11224,0316666343,9
11224,0385504209,9
11224,0440220602,7
11224,0440224764,7
11224,0440234743,6
11224,0971880107,1
11245,0440236673,7
11283,0440211727,10
11362,0345361792,10
11400,0312195516,7
11400,0440222656,6
11400,0743418174,8
11400,0786868716,9
11474,0142001740,10
11489,0375727345,9
11507,0316769487,9
11554,0971880107,1
11567,0440222656,7
11591,0316666343,8
11594,0060928336,8
11601,0060938455,10
11601,0446310786,10
11609,0446610038,8
11638,0385722206,7
11657,0804106304,7
11676,0060502258,8
11676,0060938455,10
11676,0060987103,9
11676,006101351X,8
11676,014028009X,8
11676,0140293248,5
11676,0142000205,8
11676,0312195516,10
11676,0312278586,6
11676,0312291639,9
11676,0312305060,9
11676,0316096199,10
11676,0316666343,5
11676,0316776963,8
11676,0345313860,8
11676,0345337662,6
11676,0345361792,10
11676,0345370775,8
11676,0345378490,9
11676,0345417623,10
11676,0375706771,6
11676,0375707972,9
11676,0375726403,7
11676,0375727345,7
11676,0380731851,6
11676,0385265700,7
11676,0385335482,10
11676,0385484518,9
11676,0385504209,9
11676,0385720106,8
11676,0385722206,9
11676,044021145X,1
11676,0440213525,5
11676,0440221471,9
11676,0440222656,1
11676,0440224675,8
11676,0440225701,8
11676,0440226430,7
11676,0440234743,9
11676,0440236673,8
11676,044023722X,8
11676,0440241073,8
11676,0446364193,8
11676,044651652X,8
11676,0446605239,6
11676,0446608955,7
11676,0446610038,10
11676,0449212602,10
11676,0452282829,10
11676,0553572997,7
11676,059035342X,10
11676,0671003755,1
11676,0671510053,9
11676,067976402X,10
11676,068484477X,4
11676,0684872153,9
11676,0743237188,6
11676,0743418174,8
11676,0786868716,9
11676,080410753X,8
11676,0842329129,9
11676,0971880107,6
11708,0312195516,9
11714,0679781587,9
11718,044023722X,8
11718,0671021001,8
11718,0743237188,7
11724,0060976845,7
11768,0971880107,8
11788,0345353145,6
11788,0345370775,9
11844,0385492081,8
11916,059035342X,7
11933,080410753X,7
11944,0345370775,8
11944,0345378490,6
11993,0312291639,6
11993,0440213525,6
11993,0440214041,7
11993,0971880107,2
12080,0385722206,8
12100,067976402X,7
12123,0316096199,8
12123,0743237188,7
12154,0375707972,7
12154,0385265700,6
12154,0671021001,7
12154,0786868716,7
12194,0345337662,10
12209,0312195516,7
12209,0385484518,10
12220,0786868716,2
12264,0971880107,7
12272,043935806X,10
12272,0671027360,10
12272,0971880107,10
12285,0375727345,9
12289,0684872153,8
12293,0345443284,8
12307,0312305060,8
12316,0671003755,10
12319,0345443284,8
12331,0060934417,10
12331,0385722206,9
12331,0553279912,6
12333,044023722X,7
12348,0380731851,6
12457,0142000205,7
12538,0312195516,9
12538,0316096199,8
12538,0671021001,9
12565,0345417623,7
12567,044651652X,9
12569,0312291639,9
12569,0804106304,7
12578,0312195516,10
12586,0671021001,7
12589,0385492081,10
12619,0316601950,5
12619,0440241073,8
12685,0440234743,10
12687,0312291639,7
12690,0553279912,10
12698,044021145X,9
12702,0345443284,10
12707,0316284955,8
12707,0345361792,10
12707,0380731851,10
12775,0316601950,8
12811,0452282152,8
12824,0060928336,4
12824,0345370775,7
12824,0385720106,5
12824,0440211727,5
12824,0440224675,8
12866,0452282829,8
12917,0312278586,10
12917,0316284955,10
12917,0743237188,9
12923,0440234743,10
12926,0345351525,10
12951,0452282829,8
12966,0316769487,9
12971,0671021001,6
12977,044022165X,6
12982,0345370775,8
12982,0440221471,7
12990,0345378490,5
13048,0446605239,8
13071,0671003755,8
13082,043935806X,10
13088,0971880107,6
13093,0375707972,9
13121,0446605239,7
13126,0446608955,5
13133,0440236673,8
13164,080410753X,8
13168,0060930535,8
13173,0671027360,9
13221,0971880107,9
13273,0060930535,9
13273,0316601950,9
13273,0316666343,8
13273,0385504209,9
13273,0671027360,8
13279,0385504209,10
13280,0375700757,8
13331,0440211727,2
13380,0345342968,5
13387,0375707972,6
13428,080410753X,9
13479,0971880107,4
13503,0060976845,10
13518,0440211727,8
13552,0385484518,10
13552,0385504209,10
13552,0440211727,9
13552,0440214041,9
13552,0440220602,7
13552,0440221471,8
13552,044022165X,8
13552,0440224764,9
13552,0440234743,8
13552,044651652X,8
13552,0743418174,10
13552,0786868716,9
13582,0316666343,7
13664,0449212602,7
13691,0345339681,9
13709,0446605239,10
13726,0345417623,7
13766,0312305060,9
13850,0060502258,10
13850,0316769487,9
13850,0345342968,10
13850,0385484518,10
13850,0446310786,9
13850,0786868716,5
13917,0312291639,4
13968,0440224764,7
13973,014028009X,10
13973,0316601950,3
13973,0671021001,5
13995,0316666343,8
13995,0316769487,9
13995,0385265700,9
13995,0804106304,7
14049,0140293248,6
14049,0671510053,8
14049,0971880107,1
14079,0452282152,8
14151,0060928336,10
14180,0345353145,7
14181,0842329129,8
14183,0345370775,8
14201,0385492081,7
14363,043935806X,9
14387,0316284955,8
14387,0345361792,9
14387,0375727345,9
14387,0385265700,8
14387,0440213525,5
14387,1400034779,9
14422,0060928336,9
14422,0060976845,9
14422,0316601950,9
14422,0375727345,8
14422,044651652X,7
14422,0452282829,4
14422,0743418174,9
14422,1400034779,9
14454,067976402X,7
14456,0316769487,8
14456,0345313860,10
14461,0971880107,8
14470,0060934417,8
14516,0671021001,10
14521,006101351X,5
14521,0345370775,10
14521,0385504209,10
14521,0440213525,5
14521,0440222656,10
14542,0316776963,8
14546,0316601950,8
14546,0452282829,9
14640,0345339681,10
14667,0142001740,9
14667,0385504209,10
14744,0345353145,9
14768,0316284955,10
14768,0316666343,8
14768,0375707972,7
14768,0440213525,6
14780,0671021001,9
14783,0345370775,9
14791,0446606812,8
14808,0060502258,9
14812,0380731851,8
14897,0679781587,10
15049,0842329129,8
15071,0312195516,8
15081,0440214041,7
15093,044021145X,7
15127,0385504209,6
15179,0142001740,9
15185,0316769487,5
15408,006101351X,9
15459,0971880107,8
15475,0743237188,8
15497,0140293248,6
15500,0060928336,6
15510,0312278586,8
15583,0345342968,10
15602,0142001740,10
15602,0312291639,7
15602,0312305060,10
15602,0316284955,8
15602,0316666343,9
15602,0316776963,10
15602,0345351525,9
15602,0375725784,8
15602,0385335482,9
15602,0385504209,9
15602,0743418174,10
15623,044023722X,8
15642,0743237188,10
15651,0440224764,10
15651,0842329129,10
15655,0440236673,10
15679,0060934417,9
15686,0140293248,2
15686,0316601950,3
15686,080410753X,6
15720,0446310786,10
15775,0446310786,8
15780,0786868716,9
15788,0060930535,10
15789,0679781587,10
15795,0385492081,9
15819,0671027360,10
15845,0312291639,7
15845,0316776963,5
15845,0671003755,9
15957,0312291639,3
15957,0385335482,9
15985,0140293248,8
16000,0385504209,5
16009,0060987103,9
16009,0786868716,6
16019,059035342X,9
16068,0060930535,8
16106,0060987103,7
16106,0312278586,8
16106,0375707972,9
16106,0671027360,10
16106,1400034779,10
16114,0316284955,4
16116,0440222656,8
16121,0385335482,5
16155,0345361792,8
16231,0446608955,8
16242,0345443284,8
16246,0345353145,6
16246,0385265700,9
16246,0385492081,9
16246,0440226430,9
16263,0553572997,5
16263,0971880107,5
16345,014028009X,9
16412,0316666343,7
16417,068484477X,9
16461,0446605239,8
16488,044021145X,5
16488,0446606812,7
16490,0446364193,9
16504,0060502258,7
16504,0345353145,6
16504,0553572997,8
16509,0060987103,9
16510,0440222656,9
16532,0440214041,10
16538,0345353145,9
16551,0060930535,7
16551,0345378490,6
16551,0345417623,8
16551,0440211727,10
16551,0684872153,7
16599,0140293248,8
16599,0345337662,8
16599,0345351525,5
16631,006101351X,5
16634,0060392452,8
16634,0316284955,8
16634,0345313860,10
16634,0375725784,3
16634,0440213525,7
16634,0449212602,8
16634,067976402X,8
16637,0316284955,8
16643,0060987103,10
16661,0316601950,6
16666,0345417623,5
16687,0345378490,8
16711,0440224764,10
16718,0142001740,8
16718,0385335482,10
16718,0446605239,9
16718,0743418174,10
16718,0786868716,10
16754,0312278586,5
16755,0316666343,6
16795,0060930535,4
16795,0060976845,7
16795,0142000205,9
16795,0142001740,10
16795,0312195516,9
16795,0312291639,9
16795,0312305060,8
16795,0316666343,10
16795,0316769487,8
16795,0345342968,8
16795,0345378490,7
16795,0345417623,5
16795,0375706771,7
16795,0375707972,5
16795,0375726403,4
16795,0375727345,9
16795,0385492081,5
16795,0385504209,10
16795,0385720106,9
16795,0440213525,5
16795,0440214041,6
16795,044022165X,5
16795,0440222656,9
16795,0440224675,5
16795,0440226430,9
16795,0446364193,8
16795,044651652X,9
16795,0446605239,10
16795,0446608955,8
16795,0446610038,9
16795,0671021001,10
16795,0671510053,5
16795,068484477X,7
16795,0743237188,9
16795,0743418174,9
16795,0786868716,8
16795,0842329129,9
16799,0345417623,7
16818,0375706771,7
16835,044021145X,3
16840,0316666343,9
16877,0786868716,10
16916,0440214041,10
16916,0440222656,7
16916,0842329129,10
16919,0345353145,6
16943,044021145X,6
16949,0375725784,9
16949,0446364193,9
16996,0385335482,7
16996,0671510053,7
16999,0375726403,8
16999,0679781587,9
17003,0060392452,10
17003,0060938455,10
17003,0312305060,10
17003,0316666343,9
17003,0316776963,7
17003,0345337662,7
17003,0679781587,8
17003,0804106304,8
17006,0316601950,8
17065,0316666343,7
17122,0060938455,8
17159,0142001740,8
17159,0312291639,8
17159,0440236673,9
17177,0380789035,7
17183,0316666343,6
17183,0316769487,6
17183,0452282152,6
17190,0842329129,10
17200,0671021001,8
17229,0446610038,8
17328,0312195516,9
17337,0440225701,10
17353,0345417623,8
17357,0345337662,9
17402,0316096199,8
17402,0385335482,9
17453,0440211727,8
17461,0142000205,8
17531,0060930535,8
17547,0060930535,9
17588,0316666343,8
17588,0345361792,10
17596,0060934417,8
17602,0385265700,6
17606,0786868716,7
17634,0440214041,6
17667,067976402X,8
17721,0142001740,8
17733,0060934417,8
17761,0142000205,5
17761,0553279912,9
17761,0743418174,7
17859,0440226430,9
17869,0312278586,8
17893,0375725784,4
17894,044021145X,8
17894,0440214041,9
17894,044022165X,8
17906,0375727345,7
17906,044023722X,10
17906,0446606812,9
17906,0671021001,9
17920,0316666343,8
17944,044021145X,7
17950,0316769487,9
17950,0345443284,4
17950,0385484518,8
17950,0440211727,5
17950,0440213525,5
17950,0446310786,8
17950,044651652X,9
17950,0446605239,6
17950,0446608955,10
17950,0452282829,5
17950,0679781587,9
17952,0446364193,9
17970,0316284955,8
17976,0446606812,9
18012,0142000205,9
18012,0385265700,8
18012,0671003755,10
18067,0316769487,3
18067,0440226430,4
18082,0440221471,8
18082,0440226430,8
18082,0446364193,7
18082,0446605239,9
18095,0142000205,8
18096,0385265700,10
18121,0316666343,8
18155,0345313860,6
18167,0671027360,8
18172,044651652X,9
18203,0060928336,5
18203,0440221471,10
18250,068484477X,5
18254,0804106304,9
18309,0345378490,6
18311,067976402X,8
18317,0345361792,9
18401,0446610038,10
18411,043935806X,10
18433,0446605239,9
18439,0142000205,8
18440,0440224764,8
18454,0375727345,8
18476,0142000205,7
18527,0971880107,6
18583,0345417623,8
18596,0385492081,4
18629,006101351X,8
18629,0345443284,4
18652,068484477X,9
18655,0060930535,6
18660,0316096199,5
18714,0345339681,9
18722,0142001740,7
18733,0440236673,7
18913,0446605239,8
18913,0446606812,9
19011,0440220602,8
19031,0142000205,5
19085,0345417623,8
19085,0446364193,8
19107,0316666343,10
19107,068484477X,10
19127,0316769487,8
19132,0316769487,8
19145,0060392452,8
19153,044651652X,7
19206,0316666343,7
19259,0345378490,10
19331,0316776963,7
19336,0316666343,5
19336,0345342968,10
19336,0446310786,7
19378,0440226430,7
19433,0786868716,6
19493,0312305060,7
19493,0316666343,10
19493,0385484518,10
19529,0316666343,7
19547,0671003755,9
19549,0345342968,8
19571,0312278586,8
19571,0316776963,8
19573,0316601950,5
19573,044023722X,10
19573,0452282152,9
19659,0060928336,8
19664,0060976845,8
19664,006101351X,10
19664,0375700757,8
19664,0385335482,8
19664,0446605239,4
19681,0316284955,10
19681,0385335482,10
19681,0842329129,10
19689,0375700757,7
19711,0385484518,9
19711,0684872153,8
19725,0142001740,10
19760,0345342968,10
19789,0316096199,7
19842,0060928336,10
19842,0375726403,6
19905,0316666343,9
19935,0440211727,5
20005,0345361792,6
20015,0345370775,8
20022,067976402X,4
20032,0060392452,2
20034,044023722X,6
20034,0452282152,9
20060,044021145X,9
20060,0440224764,9
20060,0440241073,9
20106,0060928336,7
